,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,Director,topBilled,TopBilled2nd,TopBilled3rd,primaryRegion,topBilledGender,secondTopBilledGender,thirdTopBilledGender,directorGender,Action,Adventure,Comedy,Drama,SciFi,Horror,Romance,Thriller,Mystery,Crime,Animation,Fantasy,Documentary,Musical,Sport,Adult,Western,Family,topBilled_Male,topBilled_Female,topBilled_Unknown,secondBilled_Male,secondBilled_Female,secondBilled_Unknown,thirdBilled_Male,thirdBilled_Female,thirdBilled_Unknown,director_Male,director_Female,director_Unknown,US_Region,bechdelScore
480,tt0042276,Born Yesterday,1950,103,"Comedy,Drama,Romance",7.6,8221,George Cukor,Judy Holliday,William Holden,Broderick Crawford,US,Female,Male,Male,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,3
481,tt0042332,Cinderella,1950,74,"Animation,Family,Fantasy",7.3,120241,,Ilene Woods,James MacDonald,Eleanor Audley,RO,Female,Male,Female,Unknown,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,3
482,tt0042369,D.O.A.,1949,83,"Drama,Film-Noir,Mystery",7.4,8796,Rudolph Maté,Edmond O'Brien,Pamela Britton,Luther Adler,FR,Male,Female,Male,Male,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
483,tt0042436,Les Enfants Terribles,1950,105,Drama,7.2,3060,Jean-Pierre Melville,Nicole Stéphane,Edouard Dermithe,Renée Cosima,XWW,Female,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
484,tt0042469,The Flying Saucer,1950,69,"Sci-Fi,Thriller",3.8,300,Mikel Conrad,Mikel Conrad,Pat Garrison,Hantz von Teuffen,VE,Male,Unknown,Unknown,Male,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
485,tt0042546,Harvey,1950,104,"Comedy,Drama,Fantasy",8.0,47688,Henry Koster,James Stewart,Wallace Ford,William H. Lynn,AR,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
486,tt0042593,In a Lonely Place,1950,94,"Drama,Film-Noir,Mystery",8.0,20097,Nicholas Ray,Humphrey Bogart,Gloria Grahame,Frank Lovejoy,MX,Male,Female,Male,Male,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
487,tt0042619,Diary of a Country Priest,1951,115,Drama,8.0,7586,Robert Bresson,Claude Laydu,Nicole Ladmiral,Jean Riveyre,BR,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
488,tt0042792,No Way Out,1950,106,"Crime,Drama,Film-Noir",7.5,3337,Joseph L. Mankiewicz,Richard Widmark,Linda Darnell,Stephen McNally,IT,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
489,tt0042876,Rashomon,1950,88,"Crime,Drama,Mystery",8.3,118120,Akira Kurosawa,Toshirô Mifune,Machiko Kyô,Masayuki Mori,TR,Unknown,Female,Male,Male,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
490,tt0042958,Scandal,1950,104,Drama,7.3,2696,Akira Kurosawa,Toshirô Mifune,Shirley Yamaguchi,Yôko Katsuragi,BR,Unknown,Female,Unknown,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,3
491,tt0042994,Stage Fright,1950,110,"Film-Noir,Thriller",7.1,10499,Alfred Hitchcock,Marlene Dietrich,Jane Wyman,Richard Todd,XWG,Female,Female,Male,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
492,tt0043012,Summer Stock,1950,108,"Musical,Romance",7.2,2993,Charles Walters,Judy Garland,Gene Kelly,Eddie Bracken,TR,Female,Male,Male,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
493,tt0043014,Sunset Boulevard,1950,110,"Drama,Film-Noir",8.5,159575,Billy Wilder,William Holden,Gloria Swanson,Erich von Stroheim,PE,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
494,tt0043265,The African Queen,1951,105,"Adventure,Drama,Romance",7.9,62966,John Huston,Humphrey Bogart,Katharine Hepburn,Robert Morley,AT,Male,Female,Male,Male,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
495,tt0043274,Alice in Wonderland,1951,75,"Adventure,Animation,Family",7.4,107203,,Kathryn Beaumont,Ed Wynn,Richard Haydn,BR,Female,Male,Male,Unknown,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3
496,tt0043278,An American in Paris,1951,114,"Drama,Musical,Romance",7.2,25021,Vincente Minnelli,Gene Kelly,Leslie Caron,Oscar Levant,SI,Male,Female,Male,Female,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
497,tt0043313,Early Summer,1951,125,Drama,8.2,5310,Yasujirô Ozu,Setsuko Hara,Chishû Ryû,Chikage Awashima,\N,Female,Unknown,Female,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3
498,tt0043332,Bellissima,1951,114,"Comedy,Drama",7.9,3123,Luchino Visconti,Anna Magnani,Walter Chiari,Tina Apicella,GR,Female,Male,Female,Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3
499,tt0043338,Ace in the Hole,1951,111,"Drama,Film-Noir",8.2,22104,Billy Wilder,Kirk Douglas,Jan Sterling,Robert Arthur,FI,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
500,tt0043390,Cause for Alarm!,1951,74,"Crime,Drama,Film-Noir",6.5,1366,Tay Garnett,Loretta Young,Barry Sullivan,Bruce Cowling,\N,Female,Male,Male,Unknown,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3
501,tt0043456,The Day the Earth Stood Still,1951,92,"Drama,Sci-Fi",7.8,68936,Robert Wise,Michael Rennie,Patricia Neal,Hugh Marlowe,ES,Male,Female,Male,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
502,tt0043614,The Idiot,1951,166,"Drama,Romance",7.4,3693,Akira Kurosawa,Setsuko Hara,Masayuki Mori,Toshirô Mifune,\N,Female,Male,Unknown,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3
503,tt0043686,Forbidden Games,1952,86,"Drama,War",8.0,9281,René Clément,Georges Poujouly,Brigitte Fossey,Amédée,BE,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
504,tt0043769,The Magic Box,1951,118,"Biography,Drama",7.1,955,John Boulting,Robert Donat,Maria Schell,Renée Asherson,FR,Male,Female,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
505,tt0043871,Odette,1950,124,"Drama,History,War",7.1,474,Herbert Wilcox,Anna Neagle,Trevor Howard,Marius Goring,BE,Female,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
506,tt0043949,Quo Vadis,1951,171,"Biography,Drama,History",7.2,11129,,Robert Taylor,Deborah Kerr,Leo Genn,ES,Male,Female,Male,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3
507,tt0044030,Show Boat,1951,108,"Drama,Family,Musical",7.0,3876,George Sidney,Kathryn Grayson,Ava Gardner,Howard Keel,XWG,Female,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,3
508,tt0044079,Strangers on a Train,1951,101,"Crime,Film-Noir,Thriller",8.0,107502,Alfred Hitchcock,Farley Granger,Robert Walker,Ruth Roman,AT,Unknown,Male,Female,Male,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2
509,tt0044081,A Streetcar Named Desire,1951,122,Drama,8.0,85690,Elia Kazan,Vivien Leigh,Marlon Brando,Kim Hunter,PE,Female,Male,Female,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
510,tt0044092,Surcos,1951,104,Drama,7.8,378,José Antonio Nieves Conde,Luis Peña,María Asquerino,Francisco Arenzana,PT,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
511,tt0044100,Take Care of My Little Girl,1951,93,Drama,6.7,236,Jean Negulesco,Jeanne Crain,Dale Robertson,Mitzi Gaynor,ES,Female,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
512,tt0044121,The Thing from Another World,1951,87,"Horror,Sci-Fi",7.2,21154,,Kenneth Tobey,Margaret Sheridan,James Arness,FR,Male,Female,Male,Unknown,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
513,tt0044205,Westward the Women,1951,118,"Drama,Western",7.6,2088,William A. Wellman,Robert Taylor,Denise Darcel,Hope Emerson,BR,Male,Female,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
514,tt0044391,The Bad and the Beautiful,1952,118,"Drama,Romance",7.9,10897,Vincente Minnelli,Lana Turner,Kirk Douglas,Walter Pidgeon,HU,Female,Male,Male,Female,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2
515,tt0044419,The Big Sky,1952,140,"Drama,Western",7.1,3260,Howard Hawks,Kirk Douglas,Dewey Martin,Elizabeth Threatt,BE,Male,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
516,tt0044502,Clash by Night,1952,105,"Drama,Film-Noir,Romance",7.2,4647,Fritz Lang,Barbara Stanwyck,Robert Ryan,Paul Douglas,DK,Female,Male,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
517,tt0044706,High Noon,1952,85,"Action,Drama,Thriller",8.0,85789,Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,SI,Male,Female,Male,Male,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
518,tt0044741,Ikiru,1952,143,Drama,8.3,49270,Akira Kurosawa,Takashi Shimura,Nobuo Kaneko,Shin'ichi Himori,GB,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
519,tt0044837,Limelight,1952,137,"Drama,Music,Romance",8.1,14910,Charles Chaplin,Charles Chaplin,Claire Bloom,Nigel Bruce,AR,Male,Female,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
520,tt0044855,Lovely to Look At,1952,103,"Comedy,Musical,Romance",6.3,482,Mervyn LeRoy,Kathryn Grayson,Red Skelton,Howard Keel,\N,Female,Unknown,Male,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3
521,tt0045061,The Quiet Man,1952,129,"Comedy,Drama,Romance",7.9,29570,John Ford,John Wayne,Maureen O'Hara,Barry Fitzgerald,DK,Male,Female,Male,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
522,tt0045152,Singin' in the Rain,1952,103,"Comedy,Musical,Romance",8.3,175437,,Gene Kelly,Donald O'Connor,Debbie Reynolds,RS,Male,Male,Female,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3
523,tt0045162,The Snows of Kilimanjaro,1952,114,"Adventure,Drama,Romance",6.2,3979,,Gregory Peck,Susan Hayward,Ava Gardner,FR,Male,Female,Female,Unknown,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
524,tt0045537,The Band Wagon,1953,112,"Comedy,Musical,Romance",7.6,8323,Vincente Minnelli,Fred Astaire,Cyd Charisse,Oscar Levant,BE,Male,Male,Male,Female,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
525,tt0045546,"The Beast from 20,000 Fathoms",1953,80,"Adventure,Horror,Sci-Fi",6.7,5499,Eugène Lourié,Paul Hubschmid,Paula Raymond,Cecil Kellaway,MX,Male,Female,Male,Male,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
526,tt0045555,The Big Heat,1953,90,"Crime,Film-Noir,Thriller",8.0,18656,Fritz Lang,Glenn Ford,Gloria Grahame,Jocelyn Brando,UY,Male,Female,Female,Male,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3
527,tt0045591,Calamity Jane,1953,101,"Comedy,Musical,Romance",7.3,6893,David Butler,Doris Day,Howard Keel,Allyn Ann McLerie,ES,Female,Male,Female,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
528,tt0045659,The Cruel Sea,1953,126,"Drama,War",7.7,3344,Charles Frend,Jack Hawkins,Donald Sinden,John Stratton,RO,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
529,tt0045665,Cómicos,1954,92,Drama,7.1,113,Juan Antonio Bardem,Elisa Galvé,Fernando Rey,Emma Penella,FR,Female,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
530,tt0045758,Fear and Desire,1953,62,"Drama,Thriller,War",5.6,6546,Stanley Kubrick,Frank Silvera,Kenneth Harp,Paul Mazursky,GR,Male,Male,Male,Male,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
531,tt0045793,From Here to Eternity,1953,118,"Drama,Romance,War",7.7,37021,Fred Zinnemann,Burt Lancaster,Montgomery Clift,Deborah Kerr,DK,Male,Male,Female,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
532,tt0045810,Gentlemen Prefer Blondes,1953,91,"Comedy,Musical,Romance",7.2,25870,Howard Hawks,Jane Russell,Marilyn Monroe,Charles Coburn,SUHH,Female,Female,Male,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3
533,tt0045826,Glen or Glenda,1953,65,Drama,4.2,7121,Edward D. Wood Jr.,Edward D. Wood Jr.,Bela Lugosi,Lyle Talbot,UY,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
534,tt0045877,The Hitch-Hiker,1953,71,"Crime,Film-Noir,Thriller",7.0,4939,Ida Lupino,Edmond O'Brien,Frank Lovejoy,William Talman,SE,Male,Male,Male,Female,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
535,tt0045891,How to Marry a Millionaire,1953,95,"Comedy,Drama,Romance",7.0,17356,Jean Negulesco,Marilyn Monroe,Betty Grable,Lauren Bacall,BG,Female,Female,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3
536,tt0045897,I Confess,1953,95,"Crime,Drama,Thriller",7.3,16094,Alfred Hitchcock,Montgomery Clift,Anne Baxter,Karl Malden,US,Male,Female,Male,Male,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
537,tt0045943,Julius Caesar,1953,120,"Biography,Drama,History",7.4,8741,Joseph L. Mankiewicz,Louis Calhern,Marlon Brando,James Mason,BR,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
538,tt0046066,Mesa of Lost Women,1953,70,"Horror,Sci-Fi",2.5,1094,,Jackie Coogan,Allan Nixon,Richard Travis,SE,Unknown,Male,Male,Unknown,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
539,tt0046076,Miss Sadie Thompson,1953,91,"Drama,Musical,Romance",6.0,1117,Curtis Bernhardt,Rita Hayworth,José Ferrer,Aldo Ray,CA,Female,Male,Male,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
540,tt0046085,Mogambo,1953,116,"Adventure,Drama,Romance",6.7,6377,John Ford,Clark Gable,Grace Kelly,Ava Gardner,PT,Male,Female,Female,Male,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
541,tt0046183,Peter Pan,1953,77,"Adventure,Animation,Family",7.3,101369,,Bobby Driscoll,Kathryn Beaumont,Hans Conried,GR,Male,Female,Male,Unknown,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,3
542,tt0046187,Pickup on South Street,1953,80,"Crime,Film-Noir,Thriller",7.8,10256,Samuel Fuller,Richard Widmark,Jean Peters,Thelma Ritter,ES,Male,Male,Female,Male,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
543,tt0046250,Roman Holiday,1953,118,"Comedy,Romance",8.1,111153,William Wyler,Gregory Peck,Audrey Hepburn,Eddie Albert,NO,Male,Female,Male,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3
544,tt0046268,The Wages of Fear,1953,131,"Adventure,Drama,Thriller",8.2,40982,Henri-Georges Clouzot,Yves Montand,Charles Vanel,Peter van Eyck,MX,Male,Male,Male,Unknown,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
545,tt0046269,Salome,1953,103,"Drama,History",5.9,1220,William Dieterle,Rita Hayworth,Stewart Granger,Charles Laughton,CA,Female,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3
546,tt0046303,Shane,1953,118,"Drama,Western",7.7,31166,George Stevens,Alan Ladd,Jean Arthur,Van Heflin,FI,Male,Male,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
547,tt0046345,Summer with Monika,1953,96,"Drama,Romance",7.6,9050,Ingmar Bergman,Harriet Andersson,Lars Ekborg,Dagmar Ebbesen,PL,Female,Male,Female,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
548,tt0046359,Stalag 17,1953,120,"Comedy,Drama,War",8.0,45836,Billy Wilder,William Holden,Don Taylor,Otto Preminger,SE,Male,Male,Male,Male,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
549,tt0046438,Tokyo Story,1953,136,Drama,8.2,34277,Yasujirô Ozu,Chishû Ryû,Chieko Higashiyama,Sô Yamamura,VN,Unknown,Female,Unknown,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3
550,tt0046451,Touchez Pas au Grisbi,1954,94,"Crime,Drama",7.9,5337,Jacques Becker,Jean Gabin,René Dary,Dora Doll,UY,Male,Male,Female,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
551,tt0046478,Ugetsu,1953,96,"Drama,Fantasy,War",8.2,16395,Kenji Mizoguchi,Masayuki Mori,Machiko Kyô,Kinuyo Tanaka,UY,Male,Female,Female,Male,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
552,tt0046487,Monsieur Hulot's Holiday,1953,114,Comedy,7.6,13938,Jacques Tati,Jacques Tati,Nathalie Pascaud,Micheline Rolla,US,Male,Female,Female,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,3
553,tt0046511,Journey to Italy,1954,85,"Drama,Romance",7.4,6607,Roberto Rossellini,Ingrid Bergman,George Sanders,Maria Mauban,CL,Female,Male,Female,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3
554,tt0046534,The War of the Worlds,1953,85,"Action,Sci-Fi,Thriller",7.1,27690,Byron Haskin,Gene Barry,Ann Robinson,Les Tremayne,US,Male,Female,Male,Male,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
555,tt0046672,"20,000 Leagues Under the Sea",1954,127,"Adventure,Drama,Family",7.2,24327,Richard Fleischer,Kirk Douglas,James Mason,Paul Lukas,US,Male,Male,Male,Male,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
556,tt0046731,Attila,1954,80,"Biography,Drama,History",5.5,523,Pietro Francisci,Anthony Quinn,Sophia Loren,Henri Vidal,CA,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
557,tt0046750,Late Chrysanthemums,1954,101,Drama,7.5,761,Mikio Naruse,Haruko Sugimura,Ken Uehara,Sadako Sawamura,BR,Female,Male,Unknown,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3
558,tt0046876,Creature from the Black Lagoon,1954,79,Horror,7.0,20390,Jack Arnold,Richard Carlson,Julie Adams,Richard Denning,CA,Male,Female,Male,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
559,tt0046889,The Dam Busters,1955,124,"Drama,History,War",7.4,8169,Michael Anderson,Richard Todd,Michael Redgrave,Ursula Jeans,BE,Male,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
560,tt0046911,Diabolique,1955,117,"Crime,Drama,Horror",8.1,48572,Henri-Georges Clouzot,Simone Signoret,Véra Clouzot,Paul Meurisse,PT,Female,Female,Male,Unknown,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3
561,tt0046912,Dial M for Murder,1954,105,"Crime,Film-Noir,Thriller",8.2,124103,Alfred Hitchcock,Ray Milland,Grace Kelly,Robert Cummings,LT,Male,Female,Male,Male,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
562,tt0046963,Executive Suite,1954,104,Drama,7.4,2863,Robert Wise,William Holden,Barbara Stanwyck,June Allyson,GR,Male,Female,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
563,tt0046969,The Fast and the Furious,1955,73,"Crime,Drama,Mystery",5.3,982,,John Ireland,Dorothy Malone,Bruce Carlisle,ES,Male,Female,Male,Unknown,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3
564,tt0047030,The Glenn Miller Story,1954,115,"Biography,Drama,Music",7.3,6823,Anthony Mann,James Stewart,June Allyson,Harry Morgan,BE,Male,Female,Male,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2
565,tt0047034,Godzilla,1954,96,"Drama,Horror,Sci-Fi",7.5,21907,Ishirô Honda,Takashi Shimura,Akihiko Hirata,Akira Takarada,JP,Male,Male,Male,Unknown,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
566,tt0047094,Hobson's Choice,1954,108,"Comedy,Drama,Romance",7.7,5226,David Lean,Charles Laughton,John Mills,Brenda de Banzie,BE,Male,Male,Female,Male,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3
567,tt0047136,Johnny Guitar,1954,110,"Drama,Western",7.7,12600,Nicholas Ray,Joan Crawford,Sterling Hayden,Mercedes McCambridge,FI,Female,Male,Female,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2
568,tt0047152,Knock on Wood,1954,103,Comedy,6.9,769,,Danny Kaye,Mai Zetterling,Torin Thatcher,FI,Male,Female,Male,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
